,Cluster Label,variable,value
0,0,0,3.1176470588235294
1,1,0,0.5
2,2,0,6.471698113207547
3,3,0,1.1025641025641026
4,4,0,5.617449664429531
5,0,1,1.8088235294117647
6,1,1,0.0
7,2,1,4.169811320754717
8,3,1,0.717948717948718
9,4,1,2.8322147651006713
10,0,2,0.9117647058823529
11,1,2,0.0
12,2,2,2.811320754716981
13,3,2,0.38461538461538464
14,4,2,1.476510067114094
15,0,3,0.5735294117647058
16,1,3,0.0
17,2,3,1.4591194968553458
18,3,3,0.20512820512820512
19,4,3,0.7986577181208053
20,0,4,1.0
21,1,4,0.0
22,2,4,1.8679245283018868
23,3,4,0.8717948717948718
24,4,4,0.9664429530201343
25,0,5,1.911764705882353
26,1,5,0.0
27,2,5,9.364779874213836
28,3,5,4.230769230769231
29,4,5,4.926174496644295
30,0,6,5.676470588235294
31,1,6,0.0
32,2,6,30.30188679245283
33,3,6,15.897435897435898
34,4,6,19.120805369127517
35,0,7,13.970588235294118
36,1,7,1.5
37,2,7,69.25157232704403
38,3,7,36.64102564102564
39,4,7,43.87919463087248
40,0,8,26.735294117647058
41,1,8,0.5
42,2,8,87.0377358490566
43,3,8,69.48717948717949
44,4,8,74.83221476510067
45,0,9,23.63235294117647
46,1,9,1.5
47,2,9,37.15094339622642
48,3,9,22.846153846153847
49,4,9,49.053691275167786
50,0,10,17.0
51,1,10,0.5
52,2,10,27.0125786163522
53,3,10,11.076923076923077
54,4,10,33.92617449664429
55,0,11,25.279411764705884
56,1,11,3.5
57,2,11,28.30817610062893
58,3,11,10.615384615384615
59,4,11,38.09395973154363
60,0,12,34.86764705882353
61,1,12,8.5
62,2,12,30.11949685534591
63,3,12,8.76923076923077
64,4,12,44.966442953020135
65,0,13,34.0
66,1,13,2.0
67,2,13,28.47798742138365
68,3,13,8.948717948717949
69,4,13,45.261744966442954
70,0,14,32.544117647058826
71,1,14,0.0
72,2,14,26.345911949685533
73,3,14,7.051282051282051
74,4,14,42.52348993288591
75,0,15,45.88235294117647
76,1,15,2.5
77,2,15,29.18867924528302
78,3,15,7.769230769230769
79,4,15,49.375838926174495
80,0,16,82.22058823529412
81,1,16,5.5
82,2,16,33.23899371069182
83,3,16,10.153846153846153
84,4,16,68.71812080536913
85,0,17,146.33823529411765
86,1,17,5.0
87,2,17,47.60377358490566
88,3,17,13.205128205128204
89,4,17,110.46979865771812
90,0,18,69.79411764705883
91,1,18,7.5
92,2,18,55.314465408805034
93,3,18,15.820512820512821
94,4,18,95.33557046979865
95,0,19,29.897058823529413
96,1,19,7.5
97,2,19,46.723270440251575
98,3,19,10.871794871794872
99,4,19,64.80536912751678
100,0,20,20.191176470588236
101,1,20,1.0
102,2,20,32.723270440251575
103,3,20,7.512820512820513
104,4,20,43.15436241610738
105,0,21,13.808823529411764
106,1,21,2.5
107,2,21,24.553459119496857
108,3,21,4.487179487179487
109,4,21,30.818791946308725
110,0,22,9.647058823529411
111,1,22,0.0
112,2,22,18.17610062893082
113,3,22,2.8205128205128207
114,4,22,23.892617449664428
115,0,23,5.264705882352941
116,1,23,0.0
117,2,23,11.08805031446541
118,3,23,1.9743589743589745
119,4,23,12.234899328859061
