,Cluster Label,variable,value
0,0,0,2.985294117647059
1,1,0,0.0
2,2,0,8.578616352201259
3,3,0,2.4358974358974357
4,4,0,5.348993288590604
5,0,1,1.2941176470588236
6,1,1,0.5
7,2,1,5.0062893081761
8,3,1,1.2564102564102564
9,4,1,3.134228187919463
10,0,2,0.6470588235294118
11,1,2,0.0
12,2,2,3.257861635220126
13,3,2,0.5897435897435898
14,4,2,1.6979865771812082
15,0,3,0.75
16,1,3,0.0
17,2,3,1.528301886792453
18,3,3,0.358974358974359
19,4,3,0.8791946308724832
20,0,4,1.3529411764705883
21,1,4,0.0
22,2,4,0.9433962264150944
23,3,4,0.8461538461538461
24,4,4,1.4093959731543624
25,0,5,5.720588235294118
26,1,5,0.0
27,2,5,2.7861635220125787
28,3,5,0.5384615384615384
29,4,5,7.617449664429531
30,0,6,24.13235294117647
31,1,6,0.0
32,2,6,10.075471698113208
33,3,6,1.3333333333333333
34,4,6,26.731543624161073
35,0,7,78.58823529411765
36,1,7,0.5
37,2,7,17.49056603773585
38,3,7,3.641025641025641
39,4,7,56.939597315436245
40,0,8,158.16176470588235
41,1,8,0.0
42,2,8,23.08176100628931
43,3,8,4.282051282051282
44,4,8,100.06711409395973
45,0,9,86.73529411764706
46,1,9,1.0
47,2,9,17.742138364779873
48,3,9,4.051282051282051
49,4,9,63.68456375838926
50,0,10,30.573529411764707
51,1,10,1.5
52,2,10,17.71698113207547
53,3,10,4.205128205128205
54,4,10,37.45637583892618
55,0,11,25.66176470588235
56,1,11,0.0
57,2,11,22.0125786163522
58,3,11,6.461538461538462
59,4,11,42.0
60,0,12,34.588235294117645
61,1,12,0.0
62,2,12,25.62264150943396
63,3,12,7.769230769230769
64,4,12,49.02684563758389
65,0,13,34.05882352941177
66,1,13,9.5
67,2,13,27.037735849056602
68,3,13,8.435897435897436
69,4,13,47.19463087248322
70,0,14,28.16176470588235
71,1,14,2.0
72,2,14,26.446540880503143
73,3,14,9.076923076923077
74,4,14,42.46979865771812
75,0,15,28.691176470588236
76,1,15,0.5
77,2,15,31.69811320754717
78,3,15,10.666666666666666
79,4,15,49.355704697986575
80,0,16,32.23529411764706
81,1,16,0.5
82,2,16,46.0
83,3,16,21.205128205128204
84,4,16,64.05369127516778
85,0,17,42.35294117647059
86,1,17,1.0
87,2,17,82.8993710691824
88,3,17,50.38461538461539
89,4,17,96.38926174496645
90,0,18,32.75
91,1,18,1.5
92,2,18,85.22641509433963
93,3,18,46.17948717948718
94,4,18,85.44295302013423
95,0,19,18.544117647058822
96,1,19,1.0
97,2,19,63.056603773584904
98,3,19,26.76923076923077
99,4,19,57.58389261744966
100,0,20,13.897058823529411
101,1,20,0.0
102,2,20,45.35849056603774
103,3,20,15.692307692307692
104,4,20,38.993288590604024
105,0,21,10.147058823529411
106,1,21,0.0
107,2,21,31.855345911949687
108,3,21,10.58974358974359
109,4,21,26.892617449664428
110,0,22,7.573529411764706
111,1,22,0.5
112,2,22,24.21383647798742
113,3,22,8.435897435897436
114,4,22,21.395973154362416
115,0,23,4.602941176470588
116,1,23,0.0
117,2,23,15.69182389937107
118,3,23,4.564102564102564
119,4,23,11.10738255033557
