,Station,p0-1,p1-2,p2-3,p3-4,p4-5,p5-6,p6-7,p7-8,p8-9,p9-10,p10-11,p11-12,p12-13,p13-14,p14-15,p15-16,p16-17,p17-18,p18-19,p19-20,p20-21,p21-22,p22-23,p23-0,pick_up_sum,r0-1,r1-2,r2-3,r3-4,r4-5,r5-6,r6-7,r7-8,r8-9,r9-10,r10-11,r11-12,r12-13,r13-14,r14-15,r15-16,r16-17,r17-18,r18-19,r19-20,r20-21,r21-22,r22-23,r23-0,return_sum
0,31000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.3076923076923077,0.16483516483516483,0.03296703296703297,0.06593406593406594,0.04395604395604396,0.054945054945054944,0.03296703296703297,0.0,0.07692307692307693,0.06593406593406594,0.02197802197802198,0.04395604395604396,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.02197802197802198,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.011111111111111112,0.0,0.022222222222222223,0.022222222222222223,0.03333333333333333,0.12222222222222222,0.2777777777777778,0.26666666666666666,0.1,0.044444444444444446,0.011111111111111112,0.05555555555555555,0.0,90
1,31001,0.0078125,0.0,0.015625,0.015625,0.0625,0.046875,0.0,0.0546875,0.1953125,0.046875,0.0,0.0390625,0.0078125,0.03125,0.0390625,0.015625,0.015625,0.2265625,0.0703125,0.0234375,0.0390625,0.0234375,0.0078125,0.015625,128,0.01098901098901099,0.0,0.01098901098901099,0.01098901098901099,0.08791208791208792,0.04395604395604396,0.0,0.07692307692307693,0.054945054945054944,0.054945054945054944,0.07692307692307693,0.02197802197802198,0.03296703296703297,0.02197802197802198,0.0,0.01098901098901099,0.02197802197802198,0.14285714285714285,0.16483516483516483,0.07692307692307693,0.06593406593406594,0.0,0.0,0.01098901098901099,91
2,31002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16145833333333334,0.22395833333333334,0.03125,0.03125,0.020833333333333332,0.046875,0.015625,0.041666666666666664,0.026041666666666668,0.08333333333333333,0.171875,0.109375,0.026041666666666668,0.010416666666666666,0.0,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0040650406504065045,0.08130081300813008,0.032520325203252036,0.16666666666666666,0.07317073170731707,0.032520325203252036,0.016260162601626018,0.036585365853658534,0.04065040650406504,0.032520325203252036,0.04878048780487805,0.0975609756097561,0.1910569105691057,0.08130081300813008,0.016260162601626018,0.032520325203252036,0.008130081300813009,0.0040650406504065045,0.0040650406504065045,246
3,31003,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.07386363636363637,0.05113636363636364,0.10795454545454546,0.028409090909090908,0.056818181818181816,0.09659090909090909,0.0625,0.03977272727272727,0.06818181818181818,0.1590909090909091,0.10227272727272728,0.06818181818181818,0.022727272727272728,0.0,0.03409090909090909,0.0,0.005681818181818182,176,0.0,0.0,0.0,0.0,0.0,0.0,0.023121387283236993,0.09826589595375723,0.09248554913294797,0.046242774566473986,0.05202312138728324,0.005780346820809248,0.057803468208092484,0.09248554913294797,0.046242774566473986,0.06936416184971098,0.12138728323699421,0.16184971098265896,0.07514450867052024,0.023121387283236993,0.017341040462427744,0.0,0.005780346820809248,0.011560693641618497,173
4,31004,0.0,0.0,0.0,0.0,0.0,0.0,0.10179640718562874,0.19161676646706588,0.16766467065868262,0.10778443113772455,0.023952095808383235,0.023952095808383235,0.03592814371257485,0.011976047904191617,0.041916167664670656,0.011976047904191617,0.05389221556886228,0.11377245508982035,0.023952095808383235,0.041916167664670656,0.029940119760479042,0.005988023952095809,0.011976047904191617,0.0,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.006329113924050633,0.0,0.012658227848101266,0.03164556962025317,0.03164556962025317,0.03164556962025317,0.0379746835443038,0.0759493670886076,0.13291139240506328,0.2721518987341772,0.17088607594936708,0.0379746835443038,0.04430379746835443,0.05063291139240506,0.0379746835443038,0.0,158
5,31005,0.0,0.0,0.0,0.0,0.006006006006006006,0.006006006006006006,0.0,0.006006006006006006,0.0960960960960961,0.0990990990990991,0.021021021021021023,0.03303303303303303,0.02702702702702703,0.012012012012012012,0.021021021021021023,0.036036036036036036,0.12012012012012012,0.21621621621621623,0.18018018018018017,0.042042042042042045,0.03303303303303303,0.02702702702702703,0.018018018018018018,0.0,333,0.0031746031746031746,0.0,0.0,0.0,0.0,0.0,0.012698412698412698,0.23492063492063492,0.12063492063492064,0.07936507936507936,0.02857142857142857,0.04126984126984127,0.02857142857142857,0.050793650793650794,0.025396825396825397,0.02857142857142857,0.05714285714285714,0.14603174603174604,0.0761904761904762,0.03492063492063492,0.01904761904761905,0.0031746031746031746,0.006349206349206349,0.0031746031746031746,315
6,31006,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.008403361344537815,0.008403361344537815,0.12605042016806722,0.01680672268907563,0.05042016806722689,0.05042016806722689,0.04201680672268908,0.11764705882352941,0.0,0.06722689075630252,0.10084033613445378,0.06722689075630252,0.10084033613445378,0.09243697478991597,0.06722689075630252,0.05042016806722689,0.01680672268907563,0.008403361344537815,119,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.034722222222222224,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.04861111111111111,0.020833333333333332,0.034722222222222224,0.034722222222222224,0.0763888888888889,0.1527777777777778,0.125,0.1388888888888889,0.09027777777777778,0.05555555555555555,0.04861111111111111,0.020833333333333332,0.020833333333333332,144
7,31007,0.0,0.0,0.0,0.0,0.0,0.0,0.018072289156626505,0.11646586345381527,0.14457831325301204,0.0783132530120482,0.02610441767068273,0.02208835341365462,0.024096385542168676,0.02208835341365462,0.04216867469879518,0.028112449799196786,0.04417670682730924,0.18875502008032127,0.13253012048192772,0.05622489959839357,0.020080321285140562,0.024096385542168676,0.010040160642570281,0.002008032128514056,498,0.0,0.0,0.0,0.0,0.0,0.029333333333333333,0.016,0.05333333333333334,0.18933333333333333,0.22933333333333333,0.024,0.013333333333333334,0.013333333333333334,0.016,0.029333333333333333,0.04,0.056,0.11733333333333333,0.056,0.04533333333333334,0.010666666666666666,0.024,0.037333333333333336,0.0,375
8,31008,0.0,0.0,0.0,0.0,0.0,0.02336448598130841,0.14018691588785046,0.13551401869158877,0.11214953271028037,0.08878504672897196,0.0,0.037383177570093455,0.02336448598130841,0.07009345794392523,0.02336448598130841,0.0514018691588785,0.04672897196261682,0.08411214953271028,0.07009345794392523,0.04672897196261682,0.014018691588785047,0.014018691588785047,0.009345794392523364,0.009345794392523364,214,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.07456140350877193,0.10964912280701754,0.05701754385964912,0.07894736842105263,0.021929824561403508,0.03070175438596491,0.06578947368421052,0.02631578947368421,0.06140350877192982,0.021929824561403508,0.08771929824561403,0.16666666666666666,0.09649122807017543,0.05263157894736842,0.0043859649122807015,0.021929824561403508,0.013157894736842105,0.0043859649122807015,228
9,31009,0.0,0.0,0.0,0.0,0.0,0.0,0.01092896174863388,0.060109289617486336,0.09836065573770492,0.04371584699453552,0.00546448087431694,0.02185792349726776,0.0546448087431694,0.0273224043715847,0.02185792349726776,0.07103825136612021,0.18579234972677597,0.25136612021857924,0.07650273224043716,0.03278688524590164,0.01639344262295082,0.01092896174863388,0.00546448087431694,0.00546448087431694,183,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.14356435643564355,0.4207920792079208,0.07425742574257425,0.019801980198019802,0.009900990099009901,0.0594059405940594,0.019801980198019802,0.024752475247524754,0.01485148514851485,0.034653465346534656,0.034653465346534656,0.054455445544554455,0.019801980198019802,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.0049504950495049506,202
10,31010,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.23958333333333334,0.03125,0.010416666666666666,0.020833333333333332,0.03125,0.0625,0.03125,0.020833333333333332,0.010416666666666666,0.14583333333333334,0.1875,0.07291666666666667,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0625,0.0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.18867924528301888,0.07547169811320754,0.009433962264150943,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.04716981132075472,0.04716981132075472,0.02830188679245283,0.08490566037735849,0.14150943396226415,0.1509433962264151,0.03773584905660377,0.04716981132075472,0.009433962264150943,0.009433962264150943,0.0,106
11,31011,0.0,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.05583756345177665,0.025380710659898477,0.05583756345177665,0.04568527918781726,0.02030456852791878,0.09137055837563451,0.05583756345177665,0.025380710659898477,0.050761421319796954,0.15736040609137056,0.15228426395939088,0.1116751269035533,0.050761421319796954,0.06091370558375635,0.03553299492385787,0.0,0.0,197,0.0,0.0,0.0,0.0,0.004219409282700422,0.03375527426160337,0.012658227848101266,0.10126582278481013,0.22784810126582278,0.14345991561181434,0.012658227848101266,0.046413502109704644,0.06329113924050633,0.05063291139240506,0.02531645569620253,0.016877637130801686,0.03375527426160337,0.05063291139240506,0.0759493670886076,0.03375527426160337,0.03375527426160337,0.02109704641350211,0.004219409282700422,0.008438818565400843,237
12,31012,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.022556390977443608,0.06766917293233082,0.03759398496240601,0.007518796992481203,0.0,0.03759398496240601,0.015037593984962405,0.03007518796992481,0.13533834586466165,0.3007518796992481,0.23308270676691728,0.045112781954887216,0.022556390977443608,0.015037593984962405,0.0,0.015037593984962405,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.07207207207207207,0.2702702702702703,0.1891891891891892,0.11711711711711711,0.04504504504504504,0.036036036036036036,0.05405405405405406,0.009009009009009009,0.018018018018018018,0.02702702702702703,0.02702702702702703,0.018018018018018018,0.05405405405405406,0.02702702702702703,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,111
13,31013,0.007246376811594203,0.0,0.0,0.0,0.0,0.08695652173913043,0.007246376811594203,0.050724637681159424,0.2898550724637681,0.07246376811594203,0.014492753623188406,0.021739130434782608,0.057971014492753624,0.057971014492753624,0.036231884057971016,0.028985507246376812,0.036231884057971016,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.007246376811594203,0.0,0.007246376811594203,0.0,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0958904109589041,0.06164383561643835,0.0410958904109589,0.0136986301369863,0.0410958904109589,0.04794520547945205,0.0410958904109589,0.02054794520547945,0.04794520547945205,0.06164383561643835,0.136986301369863,0.18493150684931506,0.0958904109589041,0.0273972602739726,0.03424657534246575,0.02054794520547945,0.0,146
