,Station,Cluster Label,EM Label,p0-1,p1-2,p2-3,p3-4,p4-5,p5-6,p6-7,p7-8,p8-9,p9-10,p10-11,p11-12,p12-13,p13-14,p14-15,p15-16,p16-17,p17-18,p18-19,p19-20,p20-21,p21-22,p22-23,p23-0,r0-1,r1-2,r2-3,r3-4,r4-5,r5-6,r6-7,r7-8,r8-9,r9-10,r10-11,r11-12,r12-13,r13-14,r14-15,r15-16,r16-17,r17-18,r18-19,r19-20,r20-21,r21-22,r22-23,r23-0
333,31707,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,2.0,2.0,3.0,10.0,6.0,5.0,0.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0
334,31708,4,1,0.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,9.0,17.0,8.0,9.0,13.0,9.0,15.0,9.0,19.0,8.0,15.0,10.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,15.0,7.0,11.0,8.0,4.0,13.0,12.0,12.0,9.0,15.0,13.0,23.0,12.0,2.0,3.0,2.0,2.0
335,31712,3,2,0.0,0.0,0.0,0.0,0.0,1.0,7.0,34.0,86.0,29.0,12.0,19.0,11.0,5.0,11.0,7.0,7.0,12.0,18.0,7.0,7.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,10.0,3.0,6.0,8.0,12.0,10.0,10.0,12.0,21.0,57.0,73.0,54.0,22.0,14.0,14.0,8.0
336,31801,4,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,27.0,16.0,6.0,5.0,6.0,1.0,2.0,7.0,12.0,34.0,21.0,6.0,15.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,13.0,9.0,1.0,3.0,7.0,6.0,4.0,8.0,22.0,22.0,14.0,7.0,6.0,4.0,1.0,0.0
337,31802,0,2,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,10.0,2.0,5.0,7.0,9.0,5.0,3.0,6.0,19.0,27.0,11.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,26.0,2.0,2.0,5.0,4.0,5.0,11.0,3.0,14.0,8.0,7.0,7.0,3.0,2.0,2.0
338,31803,2,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,27.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,6.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,5.0,5.0,2.0,3.0,2.0,10.0,17.0,10.0,0.0,8.0,0.0,0.0,1.0
339,31804,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,5.0,17.0,3.0,0.0,3.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,18.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0
340,31805,2,0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,15.0,6.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,7.0,1.0,2.0,4.0,2.0,8.0,15.0,17.0,10.0,12.0,5.0,0.0,2.0
341,31807,2,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,22.0,7.0,3.0,1.0,4.0,5.0,7.0,6.0,10.0,6.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,6.0,2.0,2.0,2.0,1.0,3.0,7.0,9.0,20.0,13.0,13.0,1.0,3.0,1.0
342,31812,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,11.0,5.0,4.0,5.0,0.0,2.0,5.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,6.0,9.0,4.0,0.0,2.0,0.0,0.0
343,31820,4,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,9.0,15.0,6.0,6.0,5.0,7.0,9.0,3.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,15.0,3.0,4.0,4.0,8.0,3.0,10.0,2.0,7.0,19.0,5.0,0.0,1.0,0.0,0.0
344,31900,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,6.0,8.0,5.0,4.0,5.0,4.0,2.0,8.0,1.0,6.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,8.0,14.0,6.0,5.0,7.0,6.0,2.0,1.0
345,31901,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,10.0,4.0,5.0,3.0,0.0,0.0,1.0
346,31902,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,21.0,17.0,4.0,10.0,3.0,9.0,6.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,7.0,3.0,3.0,2.0,4.0,12.0,3.0,13.0,19.0,5.0,13.0,14.0,1.0,1.0
347,31903,4,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,12.0,7.0,6.0,8.0,4.0,3.0,6.0,5.0,18.0,14.0,5.0,10.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,8.0,5.0,3.0,13.0,4.0,7.0,10.0,5.0,17.0,17.0,17.0,8.0,4.0,0.0,1.0
348,31904,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,7.0,3.0,3.0,0.0,4.0,8.0,9.0,14.0,30.0,17.0,5.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,4.0,3.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,12.0,38.0,11.0,4.0,3.0,0.0,0.0
349,31905,3,0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,44.0,36.0,5.0,2.0,5.0,6.0,4.0,6.0,15.0,7.0,8.0,11.0,4.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,5.0,19.0,6.0,8.0,44.0,30.0,12.0,20.0,9.0,12.0,3.0
350,31906,3,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,22.0,14.0,5.0,3.0,6.0,6.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,5.0,5.0,15.0,26.0,17.0,8.0,0.0,4.0,2.0,0.0
351,31907,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,32.0,18.0,10.0,8.0,7.0,7.0,5.0,7.0,11.0,11.0,5.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,3.0,5.0,4.0,7.0,11.0,16.0,11.0,9.0,31.0,30.0,7.0,2.0,0.0,1.0
352,31909,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,4.0,10.0,8.0,3.0,4.0,6.0,4.0,15.0,7.0,8.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,4.0,6.0,6.0,3.0,5.0,3.0,14.0,20.0,15.0,12.0,2.0,2.0,1.0
353,31910,2,1,0.0,1.0,0.0,1.0,1.0,3.0,10.0,3.0,8.0,25.0,12.0,4.0,9.0,6.0,4.0,4.0,5.0,16.0,13.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,5.0,9.0,3.0,7.0,4.0,6.0,1.0,16.0,24.0,14.0,20.0,9.0,9.0,3.0,6.0
354,31912,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,2.0,7.0,3.0,11.0,9.0,2.0,2.0,5.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,6.0,2.0,3.0,1.0,6.0,8.0,9.0,6.0,5.0,1.0,0.0,1.0
355,31913,3,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,9.0,6.0,5.0,5.0,0.0,6.0,1.0,6.0,0.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,6.0,9.0,18.0,19.0,8.0,3.0,2.0,3.0,0.0
356,31914,3,0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,27.0,62.0,14.0,3.0,4.0,7.0,5.0,0.0,1.0,4.0,7.0,11.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,11.0,3.0,2.0,6.0,6.0,11.0,48.0,36.0,9.0,7.0,7.0,3.0,0.0
357,31915,3,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,21.0,3.0,6.0,2.0,2.0,2.0,5.0,3.0,6.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,6.0,6.0,5.0,12.0,27.0,8.0,10.0,4.0,2.0,3.0
358,31916,3,0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,111.0,13.0,9.0,14.0,15.0,11.0,6.0,12.0,21.0,11.0,42.0,31.0,24.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,2.0,6.0,9.0,7.0,5.0,10.0,15.0,23.0,17.0,23.0,25.0,85.0,72.0,44.0,26.0,16.0,2.0,4.0
359,31917,4,1,3.0,0.0,0.0,0.0,1.0,5.0,43.0,46.0,70.0,30.0,31.0,13.0,26.0,16.0,18.0,27.0,26.0,69.0,48.0,33.0,17.0,8.0,3.0,1.0,12.0,13.0,1.0,1.0,2.0,1.0,2.0,26.0,50.0,45.0,10.0,15.0,18.0,20.0,16.0,31.0,38.0,72.0,51.0,39.0,33.0,28.0,17.0,8.0
360,31918,4,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,17.0,13.0,14.0,15.0,24.0,12.0,14.0,9.0,23.0,36.0,39.0,19.0,16.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,11.0,12.0,25.0,28.0,12.0,11.0,20.0,23.0,16.0,9.0,27.0,47.0,22.0,20.0,10.0,4.0,0.0,0.0
361,31919,2,0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,18.0,25.0,7.0,10.0,12.0,4.0,4.0,9.0,8.0,11.0,17.0,25.0,14.0,7.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,8.0,2.0,11.0,18.0,15.0,11.0,12.0,10.0,6.0,11.0
362,31920,2,0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,22.0,24.0,7.0,4.0,3.0,6.0,9.0,4.0,9.0,10.0,6.0,2.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,7.0,4.0,5.0,2.0,0.0,4.0,4.0,7.0,1.0,4.0,9.0,6.0,12.0,2.0,6.0,1.0,0.0
363,31921,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,4.0,6.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,7.0,5.0,2.0,3.0,2.0
364,31924,4,1,5.0,0.0,1.0,2.0,0.0,0.0,6.0,12.0,27.0,14.0,7.0,11.0,7.0,14.0,3.0,15.0,18.0,40.0,34.0,17.0,21.0,15.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,10.0,6.0,11.0,10.0,10.0,12.0,13.0,12.0,35.0,16.0,17.0,15.0,5.0,5.0,5.0
365,31925,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,4.0,7.0,1.0,1.0,2.0,14.0,33.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,24.0,11.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,7.0,2.0,0.0
366,32000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,9.0,20.0,11.0,7.0,7.0,6.0,19.0,15.0,21.0,7.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,13.0,5.0,10.0,8.0,5.0,11.0,7.0,5.0,5.0,3.0,1.0,6.0,3.0,0.0
367,32001,2,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,19.0,7.0,3.0,7.0,10.0,4.0,7.0,6.0,6.0,4.0,4.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2.0,6.0,5.0,5.0,2.0,5.0,3.0,12.0,8.0,6.0,3.0,0.0,1.0,0.0
368,32002,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,7.0,17.0,22.0,9.0,8.0,19.0,3.0,18.0,14.0,22.0,12.0,12.0,4.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,10.0,10.0,18.0,10.0,8.0,11.0,17.0,15.0,14.0,16.0,18.0,6.0,1.0,0.0
369,32003,4,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,8.0,2.0,2.0,4.0,5.0,2.0,3.0,7.0,10.0,10.0,8.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,1.0,3.0,1.0,0.0,5.0,2.0,3.0,14.0,4.0,1.0,9.0,5.0,1.0,0.0
370,32006,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,8.0,3.0,7.0,3.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,8.0,11.0,4.0,3.0,1.0,2.0,1.0
371,32008,2,1,1.0,0.0,1.0,0.0,0.0,0.0,8.0,21.0,5.0,5.0,2.0,4.0,6.0,3.0,3.0,4.0,4.0,16.0,8.0,6.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,9.0,0.0,3.0,2.0,6.0,2.0,2.0,12.0,9.0,24.0,6.0,4.0,6.0,1.0,4.0
372,32012,0,2,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,11.0,3.0,5.0,1.0,5.0,2.0,4.0,6.0,9.0,20.0,17.0,4.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,4.0,3.0,6.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,0.0,0.0
373,32013,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,6.0,11.0,7.0,4.0,12.0,13.0,16.0,13.0,14.0,9.0,5.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,5.0,16.0,4.0,7.0,3.0,5.0,4.0,11.0,9.0,9.0,11.0,5.0,3.0,0.0,0.0
374,32014,4,1,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.0,5.0,13.0,6.0,9.0,9.0,13.0,17.0,25.0,28.0,19.0,10.0,6.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,1.0,16.0,21.0,7.0,12.0,9.0,6.0,11.0,7.0,17.0,13.0,16.0,9.0,9.0,0.0,1.0,2.0
375,32018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,20.0,0.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,11.0,21.0,7.0,2.0,4.0,5.0,1.0,0.0
376,32019,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,4.0,2.0,1.0,2.0,1.0,2.0,10.0,17.0,14.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,2.0,0.0,6.0,3.0,5.0,2.0,2.0,12.0,4.0,2.0,1.0,0.0
377,32021,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,11.0,4.0,3.0,2.0,0.0,4.0,3.0,6.0,13.0,10.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,8.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,0.0,0.0
378,32024,3,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,11.0,1.0,2.0,0.0,3.0,1.0,3.0,7.0,2.0,3.0,5.0,11.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,19.0,12.0,2.0,0.0,4.0,1.0,0.0
379,32025,2,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,25.0,9.0,4.0,2.0,7.0,5.0,4.0,7.0,5.0,7.0,15.0,10.0,7.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,9.0,5.0,9.0,3.0,4.0,1.0,9.0,14.0,8.0,5.0,7.0,2.0,0.0
380,32026,3,0,1.0,1.0,0.0,0.0,0.0,11.0,27.0,23.0,47.0,10.0,5.0,6.0,5.0,11.0,7.0,5.0,1.0,5.0,8.0,7.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,2.0,2.0,6.0,4.0,3.0,10.0,18.0,29.0,39.0,25.0,8.0,8.0,2.0,4.0
381,32027,2,0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,37.0,10.0,11.0,5.0,20.0,8.0,3.0,7.0,9.0,1.0,11.0,12.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,2.0,4.0,1.0,2.0,6.0,4.0,8.0,7.0,12.0,28.0,21.0,23.0,18.0,9.0,9.0,8.0
382,32028,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,3.0,5.0,1.0,2.0,5.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0
383,32029,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,6.0,12.0,2.0,3.0,0.0,0.0,2.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,8.0,1.0,9.0,2.0,1.0,1.0,0.0
384,32033,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,4.0,9.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
385,32034,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,4.0,24.0,33.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,35.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0
386,32035,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,5.0,12.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0
387,32036,4,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,10.0,8.0,2.0,3.0,6.0,10.0,14.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,4.0,15.0,7.0,3.0,3.0,3.0,13.0,5.0,10.0,3.0,7.0,3.0,2.0
388,32037,0,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,16.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0
389,32038,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,27.0,13.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,17.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
390,32039,4,1,0.0,0.0,0.0,2.0,4.0,8.0,0.0,1.0,1.0,7.0,3.0,4.0,1.0,4.0,1.0,3.0,11.0,15.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,7.0,0.0,2.0,2.0
391,32040,4,1,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,9.0,6.0,0.0,2.0,3.0,1.0,4.0,6.0,10.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,4.0,0.0,1.0,2.0,3.0,6.0,7.0,12.0,4.0,4.0,10.0,7.0,8.0,4.0,0.0
392,32045,3,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,68.0,27.0,8.0,2.0,1.0,1.0,1.0,2.0,0.0,6.0,8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,11.0,37.0,25.0,8.0,6.0,1.0,3.0,0.0
393,32046,4,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,17.0,12.0,12.0,9.0,20.0,15.0,11.0,13.0,15.0,20.0,14.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,13.0,9.0,6.0,11.0,19.0,10.0,14.0,13.0,17.0,31.0,27.0,17.0,6.0,2.0,1.0,3.0
394,32047,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,8.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
395,32048,4,2,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,23.0,30.0,11.0,9.0,5.0,11.0,10.0,19.0,18.0,18.0,19.0,15.0,10.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,35.0,11.0,13.0,6.0,7.0,9.0,4.0,3.0,3.0,7.0,17.0,17.0,9.0,11.0,1.0,2.0,1.0
396,32053,0,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,10.0,19.0,30.0,20.0,14.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,7.0,32.0,9.0,7.0,2.0,0.0,6.0,3.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0
397,32055,4,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,5.0,7.0,19.0,14.0,9.0,10.0,10.0,9.0,7.0,22.0,20.0,11.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,14.0,3.0,3.0,9.0,15.0,15.0,7.0,10.0,13.0,14.0,17.0,21.0,13.0,5.0,2.0,0.0
398,32056,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,8.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,3.0,6.0,6.0,9.0,1.0,4.0,7.0,0.0,0.0
399,32058,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,9.0,7.0,7.0,3.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,13.0,7.0,3.0,1.0,2.0,5.0
400,32062,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,10.0,4.0,14.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
