,Station,Cluster Label,EM Label,p0-1,p1-2,p2-3,p3-4,p4-5,p5-6,p6-7,p7-8,p8-9,p9-10,p10-11,p11-12,p12-13,p13-14,p14-15,p15-16,p16-17,p17-18,p18-19,p19-20,p20-21,p21-22,p22-23,p23-0,r0-1,r1-2,r2-3,r3-4,r4-5,r5-6,r6-7,r7-8,r8-9,r9-10,r10-11,r11-12,r12-13,r13-14,r14-15,r15-16,r16-17,r17-18,r18-19,r19-20,r20-21,r21-22,r22-23,r23-0
342,31812,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.1568627450980392,0.0,0.21568627450980396,0.09803921568627452,0.0784313725490196,0.09803921568627452,0.0,0.0392156862745098,0.09803921568627452,0.0392156862745098,0.0,0.0196078431372549,0.0784313725490196,0.0196078431372549,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.075,0.05,0.025,0.025,0.075,0.0,0.05,0.025,0.025,0.15,0.225,0.1,0.0,0.05,0.0,0.0
343,31820,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.057471264367816084,0.011494252873563218,0.02298850574712644,0.10344827586206896,0.1724137931034483,0.06896551724137931,0.06896551724137931,0.057471264367816084,0.08045977011494253,0.10344827586206896,0.03448275862068965,0.06896551724137931,0.09195402298850576,0.057471264367816084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.04444444444444445,0.04444444444444445,0.16666666666666666,0.03333333333333333,0.04444444444444445,0.04444444444444445,0.08888888888888889,0.03333333333333333,0.1111111111111111,0.022222222222222227,0.07777777777777778,0.2111111111111111,0.05555555555555555,0.0,0.011111111111111113,0.0,0.0
344,31900,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.21518987341772156,0.0759493670886076,0.10126582278481013,0.06329113924050632,0.05063291139240506,0.06329113924050632,0.05063291139240506,0.02531645569620253,0.10126582278481013,0.012658227848101266,0.0759493670886076,0.06329113924050632,0.0379746835443038,0.0379746835443038,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016393442622950817,0.0,0.016393442622950817,0.016393442622950817,0.049180327868852465,0.049180327868852465,0.016393442622950817,0.032786885245901634,0.13114754098360654,0.2295081967213115,0.09836065573770493,0.08196721311475409,0.11475409836065575,0.09836065573770493,0.032786885245901634,0.016393442622950817
345,31901,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.04651162790697674,0.02325581395348837,0.06976744186046513,0.09302325581395347,0.02325581395348837,0.04651162790697674,0.04651162790697674,0.06976744186046513,0.09302325581395347,0.02325581395348837,0.06976744186046513,0.04651162790697674,0.13953488372093026,0.16279069767441862,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909093,0.09090909090909093,0.06818181818181818,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.0,0.0,0.0,0.2272727272727273,0.09090909090909093,0.11363636363636365,0.06818181818181818,0.0,0.0,0.022727272727272728
346,31902,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.2457627118644068,0.17796610169491525,0.1440677966101695,0.03389830508474576,0.0847457627118644,0.025423728813559324,0.07627118644067797,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.00847457627118644,0.03389830508474576,0.00847457627118644,0.0,0.00847457627118644,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.07758620689655173,0.04310344827586207,0.0,0.0603448275862069,0.02586206896551724,0.02586206896551724,0.017241379310344827,0.03448275862068965,0.10344827586206896,0.02586206896551724,0.11206896551724138,0.16379310344827586,0.04310344827586207,0.11206896551724138,0.1206896551724138,0.008620689655172414,0.008620689655172414
347,31903,4,1,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.008695652173913044,0.08695652173913042,0.10434782608695653,0.060869565217391314,0.052173913043478265,0.06956521739130435,0.034782608695652174,0.026086956521739132,0.052173913043478265,0.043478260869565216,0.1565217391304348,0.1217391304347826,0.043478260869565216,0.08695652173913042,0.026086956521739132,0.017391304347826087,0.0,0.0,0.0145985401459854,0.0,0.0,0.0,0.0,0.0,0.043795620437956206,0.0145985401459854,0.0583941605839416,0.0583941605839416,0.0364963503649635,0.021897810218978103,0.0948905109489051,0.0291970802919708,0.051094890510948905,0.072992700729927,0.0364963503649635,0.12408759124087593,0.12408759124087593,0.12408759124087593,0.0583941605839416,0.0291970802919708,0.0,0.007299270072992701
348,31904,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.12598425196850396,0.023622047244094488,0.05511811023622047,0.023622047244094488,0.023622047244094488,0.0,0.031496062992125984,0.06299212598425198,0.07086614173228346,0.11023622047244094,0.2362204724409449,0.13385826771653545,0.03937007874015748,0.015748031496062992,0.0,0.031496062992125984,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.04132231404958678,0.033057851239669415,0.08264462809917356,0.033057851239669415,0.02479338842975207,0.016528925619834708,0.02479338842975207,0.02479338842975207,0.04132231404958678,0.04958677685950413,0.04132231404958678,0.02479338842975207,0.09917355371900828,0.3140495867768595,0.09090909090909093,0.033057851239669415,0.02479338842975207,0.0,0.0
349,31905,3,0,0.0,0.0,0.0,0.0,0.00546448087431694,0.04371584699453552,0.02185792349726776,0.2404371584699453,0.19672131147540986,0.0273224043715847,0.01092896174863388,0.0273224043715847,0.032786885245901634,0.02185792349726776,0.032786885245901634,0.08196721311475409,0.03825136612021858,0.04371584699453552,0.060109289617486336,0.02185792349726776,0.060109289617486336,0.016393442622950817,0.01092896174863388,0.00546448087431694,0.005617977528089888,0.0,0.0,0.005617977528089888,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.016853932584269662,0.005617977528089888,0.0,0.02808988764044944,0.10674157303370786,0.033707865168539325,0.0449438202247191,0.24719101123595505,0.16853932584269662,0.06741573033707865,0.11235955056179776,0.05056179775280899,0.06741573033707865,0.016853932584269662
350,31906,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13978494623655913,0.04301075268817205,0.23655913978494625,0.15053763440860216,0.053763440860215055,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.010752688172043013,0.010752688172043013,0.010752688172043013,0.04301075268817205,0.03225806451612903,0.03225806451612903,0.053763440860215055,0.0,0.021505376344086027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340424,0.010638297872340424,0.02127659574468085,0.07446808510638298,0.010638297872340424,0.05319148936170213,0.05319148936170213,0.1595744680851064,0.2765957446808511,0.18085106382978725,0.0851063829787234,0.0,0.0425531914893617,0.02127659574468085,0.0
351,31907,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470587,0.02205882352941177,0.05882352941176471,0.2352941176470588,0.1323529411764706,0.07352941176470587,0.05882352941176471,0.05147058823529412,0.05147058823529412,0.036764705882352935,0.05147058823529412,0.08088235294117647,0.08088235294117647,0.036764705882352935,0.0,0.014705882352941175,0.007352941176470587,0.0,0.023529411764705882,0.005882352941176471,0.005882352941176471,0.0,0.0,0.0,0.0,0.12352941176470587,0.035294117647058816,0.0,0.017647058823529408,0.029411764705882356,0.023529411764705882,0.041176470588235294,0.06470588235294117,0.09411764705882353,0.06470588235294117,0.052941176470588235,0.18235294117647055,0.17647058823529413,0.041176470588235294,0.011764705882352941,0.0,0.005882352941176471
352,31909,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.08791208791208792,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.10989010989010987,0.08791208791208792,0.03296703296703297,0.04395604395604396,0.06593406593406594,0.04395604395604396,0.16483516483516486,0.07692307692307693,0.08791208791208792,0.02197802197802198,0.0,0.02197802197802198,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.037383177570093455,0.06542056074766353,0.037383177570093455,0.05607476635514018,0.05607476635514018,0.02803738317757009,0.04672897196261682,0.02803738317757009,0.1308411214953271,0.18691588785046728,0.14018691588785046,0.11214953271028036,0.018691588785046728,0.018691588785046728,0.009345794392523364
